年,品名コード,地区コード１,品名,地区名,数量(kg),金額(円)
26,50000,36,ｶｺｳﾋﾝ        ****,ﾄ ｸ ｼ ﾏ,600,108000
26,50000,38,ｶｺｳﾋﾝ        ****,ｴ ﾋ ﾒ,8125.38,5507880
26,50000,39,ｶｺｳﾋﾝ        ****,ｺ ｳ ﾁ,7.6,25812
26,50000,42,ｶｺｳﾋﾝ        ****,ﾅ ｶﾞ ｻ ｷ,34.32,22572
26,50000,45,ｶｺｳﾋﾝ        ****,ﾐ ﾔ ｻﾞ ｷ,7469.4,6224785
26,50000,46,ｶｺｳﾋﾝ        ****,ｶ ｺﾞ ｼ ﾏ,5372.71,5161082
26,50000,221,ｶｺｳﾋﾝ        ****,ｾｲｾｲﾁｸ,10442.84,11051041
26,50000,150,ｶｺｳﾋﾝ        ****,ﾕ ﾆ ﾕ ｳ,41875.61,18845640
26,50001,,ﾔｻｲｶｺｳﾋﾝﾙｲ   ****,,521282.17,113154490
26,50001,1,ﾔｻｲｶｺｳﾋﾝﾙｲ   ****,ﾎ ﾂ ｶ ｲ ﾄﾞ ｳ,1741.2,970251
26,50001,2,ﾔｻｲｶｺｳﾋﾝﾙｲ   ****,ｱ ｵ ﾓ ﾘ,19.61,181223
26,50001,5,ﾔｻｲｶｺｳﾋﾝﾙｲ   ****,ｱ ｷ ﾀ,10,37800
26,50001,6,ﾔｻｲｶｺｳﾋﾝﾙｲ   ****,ﾔ ﾏ ｶﾞ ﾀ,293,76296
26,50001,7,ﾔｻｲｶｺｳﾋﾝﾙｲ   ****,ﾌ ｸ ｼ ﾏ,156,23400
26,50001,8,ﾔｻｲｶｺｳﾋﾝﾙｲ   ****,ｲ ﾊﾞ ﾗ ｷﾞ,2076,3501809
26,50001,9,ﾔｻｲｶｺｳﾋﾝﾙｲ   ****,ﾄ ﾁ ｷﾞ,4725,596808
26,50001,10,ﾔｻｲｶｺｳﾋﾝﾙｲ   ****,ｸﾞ ﾝ ﾏ,6684.9,1967973
26,50001,12,ﾔｻｲｶｺｳﾋﾝﾙｲ   ****,ﾁ ﾊﾞ,20,8424
26,50001,15,ﾔｻｲｶｺｳﾋﾝﾙｲ   ****,ﾆ ｲ ｶﾞ ﾀ,285.6,230447
26,50001,20,ﾔｻｲｶｺｳﾋﾝﾙｲ   ****,ﾅ ｶﾞ ﾉ,706.95,206625
26,50001,21,ﾔｻｲｶｺｳﾋﾝﾙｲ   ****,ｷﾞ ﾌ,263557,39337210
26,50001,22,ﾔｻｲｶｺｳﾋﾝﾙｲ   ****,ｼ ｽﾞ ｵ ｶ,187931.86,31182299
26,50001,23,ﾔｻｲｶｺｳﾋﾝﾙｲ   ****,ｱ ｲ ﾁ,1636.6,1721209
26,50001,36,ﾔｻｲｶｺｳﾋﾝﾙｲ   ****,ﾄ ｸ ｼ ﾏ,600,108000
26,50001,39,ﾔｻｲｶｺｳﾋﾝﾙｲ   ****,ｺ ｳ ﾁ,7.6,25812
26,50001,45,ﾔｻｲｶｺｳﾋﾝﾙｲ   ****,ﾐ ﾔ ｻﾞ ｷ,1833.9,3236595
26,50001,46,ﾔｻｲｶｺｳﾋﾝﾙｲ   ****,ｶ ｺﾞ ｼ ﾏ,5372.71,5161082
26,50001,221,ﾔｻｲｶｺｳﾋﾝﾙｲ   ****,ｾｲｾｲﾁｸ,10160.24,10698027
26,50001,150,ﾔｻｲｶｺｳﾋﾝﾙｲ   ****,ﾕ ﾆ ﾕ ｳ,33464,13883200
26,50100,,ﾎｼﾀﾞｲｺﾝﾙｲ    ****,,1358.5,344088
26,50100,6,ﾎｼﾀﾞｲｺﾝﾙｲ    ****,ﾔ ﾏ ｶﾞ ﾀ,0.5,1296
26,50100,22,ﾎｼﾀﾞｲｺﾝﾙｲ    ****,ｼ ｽﾞ ｵ ｶ,1350,335340
26,50100,45,ﾎｼﾀﾞｲｺﾝﾙｲ    ****,ﾐ ﾔ ｻﾞ ｷ,8,7452
26,50200,,ｷﾘﾎﾞｼﾀﾞｲｺﾝﾙｲ ****,,3597.98,5081525
26,50200,22,ｷﾘﾎﾞｼﾀﾞｲｺﾝﾙｲ ****,ｼ ｽﾞ ｵ ｶ,122.75,124735
26,50200,23,ｷﾘﾎﾞｼﾀﾞｲｺﾝﾙｲ ****,ｱ ｲ ﾁ,1636.6,1721209
26,50200,45,ｷﾘﾎﾞｼﾀﾞｲｺﾝﾙｲ ****,ﾐ ﾔ ｻﾞ ｷ,1824.1,3224607
26,50200,221,ｷﾘﾎﾞｼﾀﾞｲｺﾝﾙｲ ****,ｾｲｾｲﾁｸ,14.53,10974
26,50300,,ｶﾝｿｳｲﾓﾙｲ     ****,,13814.9,9867130
26,50300,8,ｶﾝｿｳｲﾓﾙｲ     ****,ｲ ﾊﾞ ﾗ ｷﾞ,2076,3501809
26,50300,22,ｶﾝｿｳｲﾓﾙｲ     ****,ｼ ｽﾞ ｵ ｶ,1278.9,1508884
26,50300,150,ｶﾝｿｳｲﾓﾙｲ     ****,ﾕ ﾆ ﾕ ｳ,10460,4856437
26,50400,,ﾎｼｼｲﾀｹﾙｲ     ****,,242.71,1438362
26,50400,22,ﾎｼｼｲﾀｹﾙｲ     ****,ｼ ｽﾞ ｵ ｶ,4.2,22095
26,50400,221,ﾎｼｼｲﾀｹﾙｲ     ****,ｾｲｾｲﾁｸ,238.51,1416267
26,50600,,ﾋﾞﾝｶﾝﾂﾞﾒｼﾞﾕ-ｽ****,,17924.39,6677791
26,50600,1,ﾋﾞﾝｶﾝﾂﾞﾒｼﾞﾕ-ｽ****,ﾎ ﾂ ｶ ｲ ﾄﾞ ｳ,1026,417960
26,50600,6,ﾋﾞﾝｶﾝﾂﾞﾒｼﾞﾕ-ｽ****,ﾔ ﾏ ｶﾞ ﾀ,292.5,75000
26,50600,10,ﾋﾞﾝｶﾝﾂﾞﾒｼﾞﾕ-ｽ****,ｸﾞ ﾝ ﾏ,180,26244
26,50600,20,ﾋﾞﾝｶﾝﾂﾞﾒｼﾞﾕ-ｽ****,ﾅ ｶﾞ ﾉ,706.95,206625
26,50600,22,ﾋﾞﾝｶﾝﾂﾞﾒｼﾞﾕ-ｽ****,ｼ ｽﾞ ｵ ｶ,548,131190
26,50600,36,ﾋﾞﾝｶﾝﾂﾞﾒｼﾞﾕ-ｽ****,ﾄ ｸ ｼ ﾏ,600,108000
26,50600,46,ﾋﾞﾝｶﾝﾂﾞﾒｼﾞﾕ-ｽ****,ｶ ｺﾞ ｼ ﾏ,4323.94,3348264
26,50600,221,ﾋﾞﾝｶﾝﾂﾞﾒｼﾞﾕ-ｽ****,ｾｲｾｲﾁｸ,1193,550801
26,50600,150,ﾋﾞﾝｶﾝﾂﾞﾒｼﾞﾕ-ｽ****,ﾕ ﾆ ﾕ ｳ,9054,1813707
26,50700,,ﾀｹﾉｺﾐｽﾞﾆﾙｲ   ****,,28246.15,20512609
26,50700,22,ﾀｹﾉｺﾐｽﾞﾆﾙｲ   ****,ｼ ｽﾞ ｵ ｶ,4687,3378566
26,50700,46,ﾀｹﾉｺﾐｽﾞﾆﾙｲ   ****,ｶ ｺﾞ ｼ ﾏ,1022.85,1782492
26,50700,221,ﾀｹﾉｺﾐｽﾞﾆﾙｲ   ****,ｾｲｾｲﾁｸ,8705.3,8702819
26,50700,150,ﾀｹﾉｺﾐｽﾞﾆﾙｲ   ****,ﾕ ﾆ ﾕ ｳ,13831,6648732
26,50900,,ﾏﾒﾓﾔｼﾙｲ      ****,,423317.95,58919362
26,50900,7,ﾏﾒﾓﾔｼﾙｲ      ****,ﾌ ｸ ｼ ﾏ,156,23400
26,50900,9,ﾏﾒﾓﾔｼﾙｲ      ****,ﾄ ﾁ ｷﾞ,4725,596808
26,50900,21,ﾏﾒﾓﾔｼﾙｲ      ****,ｷﾞ ﾌ,263557,39337210
26,50900,22,ﾏﾒﾓﾔｼﾙｲ      ****,ｼ ｽﾞ ｵ ｶ,154879.95,18961944
26,51100,,ｿﾉﾀｶｺｳﾔｻｲﾙｲ  ****,,32779.59,10313623
26,51100,1,ｿﾉﾀｶｺｳﾔｻｲﾙｲ  ****,ﾎ ﾂ ｶ ｲ ﾄﾞ ｳ,715.2,552291
26,51100,2,ｿﾉﾀｶｺｳﾔｻｲﾙｲ  ****,ｱ ｵ ﾓ ﾘ,19.61,181223
26,51100,5,ｿﾉﾀｶｺｳﾔｻｲﾙｲ  ****,ｱ ｷ ﾀ,10,37800
26,51100,10,ｿﾉﾀｶｺｳﾔｻｲﾙｲ  ****,ｸﾞ ﾝ ﾏ,6504.9,1941729
26,51100,12,ｿﾉﾀｶｺｳﾔｻｲﾙｲ  ****,ﾁ ﾊﾞ,20,8424
26,51100,15,ｿﾉﾀｶｺｳﾔｻｲﾙｲ  ****,ﾆ ｲ ｶﾞ ﾀ,285.6,230447
26,51100,22,ｿﾉﾀｶｺｳﾔｻｲﾙｲ  ****,ｼ ｽﾞ ｵ ｶ,25061.06,6719545
26,51100,39,ｿﾉﾀｶｺｳﾔｻｲﾙｲ  ****,ｺ ｳ ﾁ,7.6,25812
26,51100,45,ｿﾉﾀｶｺｳﾔｻｲﾙｲ  ****,ﾐ ﾔ ｻﾞ ｷ,1.8,4536
26,51100,46,ｿﾉﾀｶｺｳﾔｻｲﾙｲ  ****,ｶ ｺﾞ ｼ ﾏ,25.92,30326
26,51100,221,ｿﾉﾀｶｺｳﾔｻｲﾙｲ  ****,ｾｲｾｲﾁｸ,8.9,17166
26,51100,150,ｿﾉﾀｶｺｳﾔｻｲﾙｲ  ****,ﾕ ﾆ ﾕ ｳ,119,564324
26,50002,,ﾂｹﾓﾉﾙｲ       ****,,51551.11,15914231
26,50002,7,ﾂｹﾓﾉﾙｲ       ****,ﾌ ｸ ｼ ﾏ,100,69810
26,50002,22,ﾂｹﾓﾉﾙｲ       ****,ｼ ｽﾞ ｵ ｶ,45479.61,12323937
26,50002,23,ﾂｹﾓﾉﾙｲ       ****,ｱ ｲ ﾁ,18,86400
26,50002,30,ﾂｹﾓﾉﾙｲ       ****,ﾜ ｶ ﾔ ﾏ,18,86400
26,50002,42,ﾂｹﾓﾉﾙｲ       ****,ﾅ ｶﾞ ｻ ｷ,30,20088
26,50002,45,ﾂｹﾓﾉﾙｲ       ****,ﾐ ﾔ ｻﾞ ｷ,5635.5,2988190
26,50002,221,ﾂｹﾓﾉﾙｲ       ****,ｾｲｾｲﾁｸ,270,339406
26,52100,,ﾀｸｱﾝﾙｲ       ****,,1843.01,342905
26,52100,22,ﾀｸｱﾝﾙｲ       ****,ｼ ｽﾞ ｵ ｶ,1843.01,342905
26,52300,,ﾊｸｻｲﾂﾞｹﾙｲ    ****,,42252.4,11337567
26,52300,22,ﾊｸｻｲﾂﾞｹﾙｲ    ****,ｼ ｽﾞ ｵ ｶ,42192.4,11321475
26,52300,221,ﾊｸｻｲﾂﾞｹﾙｲ    ****,ｾｲｾｲﾁｸ,60,16092
26,52900,,ｳﾒﾎﾞｼﾙｲ      ****,,125.8,261413
26,52900,22,ｳﾒﾎﾞｼﾙｲ      ****,ｼ ｽﾞ ｵ ｶ,6,5832
26,52900,23,ｳﾒﾎﾞｼﾙｲ      ****,ｱ ｲ ﾁ,18,86400
26,52900,30,ｳﾒﾎﾞｼﾙｲ      ****,ﾜ ｶ ﾔ ﾏ,18,86400
26,52900,221,ｳﾒﾎﾞｼﾙｲ      ****,ｾｲｾｲﾁｸ,83.8,82781
26,53200,,ﾁﾖｳｾﾝﾂﾞｹﾙｲ   ****,,1433.2,652429
26,53200,22,ﾁﾖｳｾﾝﾂﾞｹﾙｲ   ****,ｼ ｽﾞ ｵ ｶ,1433.2,652429
26,53300,,ｿﾉﾀﾂｹﾓﾉﾙｲ    ****,,5896.7,3319917
26,53300,7,ｿﾉﾀﾂｹﾓﾉﾙｲ    ****,ﾌ ｸ ｼ ﾏ,100,69810
26,53300,22,ｿﾉﾀﾂｹﾓﾉﾙｲ    ****,ｼ ｽﾞ ｵ ｶ,5,1296
26,53300,42,ｿﾉﾀﾂｹﾓﾉﾙｲ    ****,ﾅ ｶﾞ ｻ ｷ,30,20088
26,53300,45,ｿﾉﾀﾂｹﾓﾉﾙｲ    ****,ﾐ ﾔ ｻﾞ ｷ,5635.5,2988190
26,53300,221,ｿﾉﾀﾂｹﾓﾉﾙｲ    ****,ｾｲｾｲﾁｸ,126.2,240533
26,50003,,ｶｼﾞﾂｶｺｳﾋﾝﾙｲ  ****,,41504.56,51724111
26,50003,2,ｶｼﾞﾂｶｺｳﾋﾝﾙｲ  ****,ｱ ｵ ﾓ ﾘ,40.95,25661
26,50003,6,ｶｼﾞﾂｶｺｳﾋﾝﾙｲ  ****,ﾔ ﾏ ｶﾞ ﾀ,670.3,422967
26,50003,11,ｶｼﾞﾂｶｺｳﾋﾝﾙｲ  ****,ｻ ｲ ﾀ ﾏ,27.84,17106
26,50003,13,ｶｼﾞﾂｶｺｳﾋﾝﾙｲ  ****,ﾄ ｳ ｷ ﾖ ｳ,200,88560
26,50003,16,ｶｼﾞﾂｶｺｳﾋﾝﾙｲ  ****,ﾄ ﾔ ﾏ,1637.4,2777646
26,50003,19,ｶｼﾞﾂｶｺｳﾋﾝﾙｲ  ****,ﾔ ﾏ ﾅ ｼ,7875.65,11176323
26,50003,20,ｶｼﾞﾂｶｺｳﾋﾝﾙｲ  ****,ﾅ ｶﾞ ﾉ,13937.8,26353996
26,50003,22,ｶｼﾞﾂｶｺｳﾋﾝﾙｲ  ****,ｼ ｽﾞ ｵ ｶ,94.21,77998
26,50003,23,ｶｼﾞﾂｶｺｳﾋﾝﾙｲ  ****,ｱ ｲ ﾁ,264,191092
26,50003,30,ｶｼﾞﾂｶｺｳﾋﾝﾙｲ  ****,ﾜ ｶ ﾔ ﾏ,202.5,106350
26,50003,38,ｶｼﾞﾂｶｺｳﾋﾝﾙｲ  ****,ｴ ﾋ ﾒ,8125.38,5507880
26,50003,42,ｶｼﾞﾂｶｺｳﾋﾝﾙｲ  ****,ﾅ ｶﾞ ｻ ｷ,4.32,2484
26,50003,221,ｶｼﾞﾂｶｺｳﾋﾝﾙｲ  ****,ｾｲｾｲﾁｸ,12.6,13608
26,50003,150,ｶｼﾞﾂｶｺｳﾋﾝﾙｲ  ****,ﾕ ﾆ ﾕ ｳ,8411.61,4962440
26,56200,,ﾎｼｶﾞｷﾙｲ      ****,,24633.76,41598785
26,56200,6,ﾎｼｶﾞｷﾙｲ      ****,ﾔ ﾏ ｶﾞ ﾀ,272.8,343467
26,56200,16,ﾎｼｶﾞｷﾙｲ      ****,ﾄ ﾔ ﾏ,1637.4,2777646
26,56200,19,ﾎｼｶﾞｷﾙｲ      ****,ﾔ ﾏ ﾅ ｼ,7269.65,11024824
26,56200,20,ﾎｼｶﾞｷﾙｲ      ****,ﾅ ｶﾞ ﾉ,13112.8,26188990
26,56200,22,ﾎｼｶﾞｷﾙｲ      ****,ｼ ｽﾞ ｵ ｶ,23.61,18425
26,56200,23,ﾎｼｶﾞｷﾙｲ      ****,ｱ ｲ ﾁ,264,191092
26,56200,30,ﾎｼｶﾞｷﾙｲ      ****,ﾜ ｶ ﾔ ﾏ,22.5,53550
26,56200,221,ﾎｼｶﾞｷﾙｲ      ****,ｾｲｾｲﾁｸ,12.6,13608
26,56200,150,ﾎｼｶﾞｷﾙｲ      ****,ﾕ ﾆ ﾕ ｳ,2018.4,987183
26,56300,,ｿﾉﾀｶｺｳｶｼﾞﾂﾙｲ ****,,6628.81,4107190
26,56300,13,ｿﾉﾀｶｺｳｶｼﾞﾂﾙｲ ****,ﾄ ｳ ｷ ﾖ ｳ,200,88560
26,56300,22,ｿﾉﾀｶｺｳｶｼﾞﾂﾙｲ ****,ｼ ｽﾞ ｵ ｶ,35.6,43373
26,56300,150,ｿﾉﾀｶｺｳｶｼﾞﾂﾙｲ ****,ﾕ ﾆ ﾕ ｳ,6393.21,3975257
26,56400,,ﾋﾞﾝｶﾝﾂﾞﾒｼﾞﾕ-ｽ****,,10241.99,6018136
26,56400,2,ﾋﾞﾝｶﾝﾂﾞﾒｼﾞﾕ-ｽ****,ｱ ｵ ﾓ ﾘ,40.95,25661
26,56400,6,ﾋﾞﾝｶﾝﾂﾞﾒｼﾞﾕ-ｽ****,ﾔ ﾏ ｶﾞ ﾀ,397.5,79500
26,56400,11,ﾋﾞﾝｶﾝﾂﾞﾒｼﾞﾕ-ｽ****,ｻ ｲ ﾀ ﾏ,27.84,17106
26,56400,19,ﾋﾞﾝｶﾝﾂﾞﾒｼﾞﾕ-ｽ****,ﾔ ﾏ ﾅ ｼ,606,151499
26,56400,20,ﾋﾞﾝｶﾝﾂﾞﾒｼﾞﾕ-ｽ****,ﾅ ｶﾞ ﾉ,825,165006
26,56400,22,ﾋﾞﾝｶﾝﾂﾞﾒｼﾞﾕ-ｽ****,ｼ ｽﾞ ｵ ｶ,35,16200
26,56400,30,ﾋﾞﾝｶﾝﾂﾞﾒｼﾞﾕ-ｽ****,ﾜ ｶ ﾔ ﾏ,180,52800
26,56400,38,ﾋﾞﾝｶﾝﾂﾞﾒｼﾞﾕ-ｽ****,ｴ ﾋ ﾒ,8125.38,5507880
26,56400,42,ﾋﾞﾝｶﾝﾂﾞﾒｼﾞﾕ-ｽ****,ﾅ ｶﾞ ｻ ｷ,4.32,2484
26,60000,,ｿﾉﾀｼﾖｸﾘﾖｳﾋﾝ  ****,,226787.43,108643349
26,60000,1,ｿﾉﾀｼﾖｸﾘﾖｳﾋﾝ  ****,ﾎ ﾂ ｶ ｲ ﾄﾞ ｳ,912.11,98510
26,60000,2,ｿﾉﾀｼﾖｸﾘﾖｳﾋﾝ  ****,ｱ ｵ ﾓ ﾘ,264,27810
26,60000,6,ｿﾉﾀｼﾖｸﾘﾖｳﾋﾝ  ****,ﾔ ﾏ ｶﾞ ﾀ,1384,500688
26,60000,8,ｿﾉﾀｼﾖｸﾘﾖｳﾋﾝ  ****,ｲ ﾊﾞ ﾗ ｷﾞ,7019.8,2301487
26,60000,10,ｿﾉﾀｼﾖｸﾘﾖｳﾋﾝ  ****,ｸﾞ ﾝ ﾏ,6,2048
26,60000,11,ｿﾉﾀｼﾖｸﾘﾖｳﾋﾝ  ****,ｻ ｲ ﾀ ﾏ,4128.1,1332484
26,60000,12,ｿﾉﾀｼﾖｸﾘﾖｳﾋﾝ  ****,ﾁ ﾊﾞ,147.5,15930
26,60000,13,ｿﾉﾀｼﾖｸﾘﾖｳﾋﾝ  ****,ﾄ ｳ ｷ ﾖ ｳ,400,43200
26,60000,22,ｿﾉﾀｼﾖｸﾘﾖｳﾋﾝ  ****,ｼ ｽﾞ ｵ ｶ,129496.05,36645982
26,60000,23,ｿﾉﾀｼﾖｸﾘﾖｳﾋﾝ  ****,ｱ ｲ ﾁ,6774.3,1226912
26,60000,24,ｿﾉﾀｼﾖｸﾘﾖｳﾋﾝ  ****,ﾐ ｴ,950,102600
26,60000,30,ｿﾉﾀｼﾖｸﾘﾖｳﾋﾝ  ****,ﾜ ｶ ﾔ ﾏ,2608,473990
26,60000,34,ｿﾉﾀｼﾖｸﾘﾖｳﾋﾝ  ****,ﾋ ﾛ ｼ ﾏ,848,91584
26,60000,38,ｿﾉﾀｼﾖｸﾘﾖｳﾋﾝ  ****,ｴ ﾋ ﾒ,550,59370
26,60000,41,ｿﾉﾀｼﾖｸﾘﾖｳﾋﾝ  ****,ｻ ｶﾞ,5600,604800
26,60000,43,ｿﾉﾀｼﾖｸﾘﾖｳﾋﾝ  ****,ｸ ﾏ ﾓ ﾄ,31.6,3318
26,60000,46,ｿﾉﾀｼﾖｸﾘﾖｳﾋﾝ  ****,ｶ ｺﾞ ｼ ﾏ,105,37001
26,60000,221,ｿﾉﾀｼﾖｸﾘﾖｳﾋﾝ  ****,ｾｲｾｲﾁｸ,55155.64,54782879
26,60000,150,ｿﾉﾀｼﾖｸﾘﾖｳﾋﾝ  ****,ﾕ ﾆ ﾕ ｳ,10407.33,10292756
26,60001,,ｿﾉﾀｼﾖｸﾘﾖｳﾋﾝﾙｲ****,,226787.43,108643349
26,60001,1,ｿﾉﾀｼﾖｸﾘﾖｳﾋﾝﾙｲ****,ﾎ ﾂ ｶ ｲ ﾄﾞ ｳ,912.11,98510
26,60001,2,ｿﾉﾀｼﾖｸﾘﾖｳﾋﾝﾙｲ****,ｱ ｵ ﾓ ﾘ,264,27810
26,60001,6,ｿﾉﾀｼﾖｸﾘﾖｳﾋﾝﾙｲ****,ﾔ ﾏ ｶﾞ ﾀ,1384,500688
26,60001,8,ｿﾉﾀｼﾖｸﾘﾖｳﾋﾝﾙｲ****,ｲ ﾊﾞ ﾗ ｷﾞ,7019.8,2301487
26,60001,10,ｿﾉﾀｼﾖｸﾘﾖｳﾋﾝﾙｲ****,ｸﾞ ﾝ ﾏ,6,2048
26,60001,11,ｿﾉﾀｼﾖｸﾘﾖｳﾋﾝﾙｲ****,ｻ ｲ ﾀ ﾏ,4128.1,1332484
26,60001,12,ｿﾉﾀｼﾖｸﾘﾖｳﾋﾝﾙｲ****,ﾁ ﾊﾞ,147.5,15930
26,60001,13,ｿﾉﾀｼﾖｸﾘﾖｳﾋﾝﾙｲ****,ﾄ ｳ ｷ ﾖ ｳ,400,43200
26,60001,22,ｿﾉﾀｼﾖｸﾘﾖｳﾋﾝﾙｲ****,ｼ ｽﾞ ｵ ｶ,129496.05,36645982
26,60001,23,ｿﾉﾀｼﾖｸﾘﾖｳﾋﾝﾙｲ****,ｱ ｲ ﾁ,6774.3,1226912
26,60001,24,ｿﾉﾀｼﾖｸﾘﾖｳﾋﾝﾙｲ****,ﾐ ｴ,950,102600
26,60001,30,ｿﾉﾀｼﾖｸﾘﾖｳﾋﾝﾙｲ****,ﾜ ｶ ﾔ ﾏ,2608,473990
26,60001,34,ｿﾉﾀｼﾖｸﾘﾖｳﾋﾝﾙｲ****,ﾋ ﾛ ｼ ﾏ,848,91584
26,60001,38,ｿﾉﾀｼﾖｸﾘﾖｳﾋﾝﾙｲ****,ｴ ﾋ ﾒ,550,59370
26,60001,41,ｿﾉﾀｼﾖｸﾘﾖｳﾋﾝﾙｲ****,ｻ ｶﾞ,5600,604800
26,60001,43,ｿﾉﾀｼﾖｸﾘﾖｳﾋﾝﾙｲ****,ｸ ﾏ ﾓ ﾄ,31.6,3318
26,60001,46,ｿﾉﾀｼﾖｸﾘﾖｳﾋﾝﾙｲ****,ｶ ｺﾞ ｼ ﾏ,105,37001
26,60001,221,ｿﾉﾀｼﾖｸﾘﾖｳﾋﾝﾙｲ****,ｾｲｾｲﾁｸ,55155.64,54782879
26,60001,150,ｿﾉﾀｼﾖｸﾘﾖｳﾋﾝﾙｲ****,ﾕ ﾆ ﾕ ｳ,10407.33,10292756
26,60200,,ｳｽﾞﾗﾀﾏｺﾞ     ****,,5672,3846302
26,60200,22,ｳｽﾞﾗﾀﾏｺﾞ     ****,ｼ ｽﾞ ｵ ｶ,5672,3846302
26,60300,,ｿﾉﾀｼﾖｸﾋﾝﾙｲ   ****,,221115.43,104797047
26,60300,1,ｿﾉﾀｼﾖｸﾋﾝﾙｲ   ****,ﾎ ﾂ ｶ ｲ ﾄﾞ ｳ,912.11,98510
26,60300,2,ｿﾉﾀｼﾖｸﾋﾝﾙｲ   ****,ｱ ｵ ﾓ ﾘ,264,27810
26,60300,6,ｿﾉﾀｼﾖｸﾋﾝﾙｲ   ****,ﾔ ﾏ ｶﾞ ﾀ,1384,500688
26,60300,8,ｿﾉﾀｼﾖｸﾋﾝﾙｲ   ****,ｲ ﾊﾞ ﾗ ｷﾞ,7019.8,2301487
26,60300,10,ｿﾉﾀｼﾖｸﾋﾝﾙｲ   ****,ｸﾞ ﾝ ﾏ,6,2048
26,60300,11,ｿﾉﾀｼﾖｸﾋﾝﾙｲ   ****,ｻ ｲ ﾀ ﾏ,4128.1,1332484
26,60300,12,ｿﾉﾀｼﾖｸﾋﾝﾙｲ   ****,ﾁ ﾊﾞ,147.5,15930
26,60300,13,ｿﾉﾀｼﾖｸﾋﾝﾙｲ   ****,ﾄ ｳ ｷ ﾖ ｳ,400,43200
26,60300,22,ｿﾉﾀｼﾖｸﾋﾝﾙｲ   ****,ｼ ｽﾞ ｵ ｶ,123824.05,32799680
26,60300,23,ｿﾉﾀｼﾖｸﾋﾝﾙｲ   ****,ｱ ｲ ﾁ,6774.3,1226912
26,60300,24,ｿﾉﾀｼﾖｸﾋﾝﾙｲ   ****,ﾐ ｴ,950,102600
26,60300,30,ｿﾉﾀｼﾖｸﾋﾝﾙｲ   ****,ﾜ ｶ ﾔ ﾏ,2608,473990
26,60300,34,ｿﾉﾀｼﾖｸﾋﾝﾙｲ   ****,ﾋ ﾛ ｼ ﾏ,848,91584
26,60300,38,ｿﾉﾀｼﾖｸﾋﾝﾙｲ   ****,ｴ ﾋ ﾒ,550,59370
26,60300,41,ｿﾉﾀｼﾖｸﾋﾝﾙｲ   ****,ｻ ｶﾞ,5600,604800
26,60300,43,ｿﾉﾀｼﾖｸﾋﾝﾙｲ   ****,ｸ ﾏ ﾓ ﾄ,31.6,3318
26,60300,46,ｿﾉﾀｼﾖｸﾋﾝﾙｲ   ****,ｶ ｺﾞ ｼ ﾏ,105,37001
26,60300,221,ｿﾉﾀｼﾖｸﾋﾝﾙｲ   ****,ｾｲｾｲﾁｸ,55155.64,54782879
26,60300,150,ｿﾉﾀｼﾖｸﾋﾝﾙｲ   ****,ﾕ ﾆ ﾕ ｳ,10407.33,10292756
26,20000,,ｽｲｻﾝｺﾞｳｹｲ    ****,,29180092.07,23333123204
26,20000,1,ｽｲｻﾝｺﾞｳｹｲ    ****,ﾎ ﾂ ｶ ｲ ﾄﾞ ｳ,776598.99,868346043
26,20000,2,ｽｲｻﾝｺﾞｳｹｲ    ****,ｱ ｵ ﾓ ﾘ,593522.49,477196174
26,20000,3,ｽｲｻﾝｺﾞｳｹｲ    ****,ｲ ﾜ ﾃ,152279.3,128233415
26,20000,4,ｽｲｻﾝｺﾞｳｹｲ    ****,ﾐ ﾔ ｷﾞ,1882490.56,1157454048
26,20000,5,ｽｲｻﾝｺﾞｳｹｲ    ****,ｱ ｷ ﾀ,14991.8,14342226
26,20000,6,ｽｲｻﾝｺﾞｳｹｲ    ****,ﾔ ﾏ ｶﾞ ﾀ,2919,3298081
26,20000,7,ｽｲｻﾝｺﾞｳｹｲ    ****,ﾌ ｸ ｼ ﾏ,99609.2,63859260
26,20000,8,ｽｲｻﾝｺﾞｳｹｲ    ****,ｲ ﾊﾞ ﾗ ｷﾞ,367466.8,291254053
26,20000,9,ｽｲｻﾝｺﾞｳｹｲ    ****,ﾄ ﾁ ｷﾞ,6808,6652060
26,20000,10,ｽｲｻﾝｺﾞｳｹｲ    ****,ｸﾞ ﾝ ﾏ,19538.1,19664175
26,20000,11,ｽｲｻﾝｺﾞｳｹｲ    ****,ｻ ｲ ﾀ ﾏ,55938.7,34785204
26,20000,12,ｽｲｻﾝｺﾞｳｹｲ    ****,ﾁ ﾊﾞ,1961178.96,1463691136
26,20000,13,ｽｲｻﾝｺﾞｳｹｲ    ****,ﾄ ｳ ｷ ﾖ ｳ,2645408.23,3302308620
26,20000,14,ｽｲｻﾝｺﾞｳｹｲ    ****,ｶ ﾅ ｶﾞ ﾜ,402826.56,304239203
26,20000,15,ｽｲｻﾝｺﾞｳｹｲ    ****,ﾆ ｲ ｶﾞ ﾀ,522271.8,325145543
26,20000,16,ｽｲｻﾝｺﾞｳｹｲ    ****,ﾄ ﾔ ﾏ,65390.58,53998773
26,20000,17,ｽｲｻﾝｺﾞｳｹｲ    ****,ｲ ｼ ｶ ﾜ,382764.26,184687282
26,20000,18,ｽｲｻﾝｺﾞｳｹｲ    ****,ﾌ ｸ ｲ,316134.5,100731826
