年,品名コード,地区コード１,品名,地区名,数量(kg),金額(円)
26,20000,19,ｽｲｻﾝｺﾞｳｹｲ    ****,ﾔ ﾏ ﾅ ｼ,25881.1,21001801
26,20000,20,ｽｲｻﾝｺﾞｳｹｲ    ****,ﾅ ｶﾞ ﾉ,11923,4992407
26,20000,21,ｽｲｻﾝｺﾞｳｹｲ    ****,ｷﾞ ﾌ,176460.7,99219640
26,20000,22,ｽｲｻﾝｺﾞｳｹｲ    ****,ｼ ｽﾞ ｵ ｶ,11864508.73,8950705590
26,20000,23,ｽｲｻﾝｺﾞｳｹｲ    ****,ｱ ｲ ﾁ,1859130.67,1460591512
26,20000,24,ｽｲｻﾝｺﾞｳｹｲ    ****,ﾐ ｴ,1183145.99,745492456
26,20000,25,ｽｲｻﾝｺﾞｳｹｲ    ****,ｼ ｶﾞ,5760.2,5286558
26,20000,26,ｽｲｻﾝｺﾞｳｹｲ    ****,ｷ ﾖ ｳ ﾄ,82193.23,58636357
26,20000,27,ｽｲｻﾝｺﾞｳｹｲ    ****,ｵ ｵ ｻ ｶ,263888.38,271950219
26,20000,28,ｽｲｻﾝｺﾞｳｹｲ    ****,ﾋ ﾖ ｳ ｺﾞ,233169.45,213553434
26,20000,29,ｽｲｻﾝｺﾞｳｹｲ    ****,ﾅ ﾗ,16,70082
26,20000,30,ｽｲｻﾝｺﾞｳｹｲ    ****,ﾜ ｶ ﾔ ﾏ,295620.7,255553639
26,20000,31,ｽｲｻﾝｺﾞｳｹｲ    ****,ﾄ ﾂ ﾄ ﾘ,282655.38,290406560
26,20000,32,ｽｲｻﾝｺﾞｳｹｲ    ****,ｼ ﾏ ﾈ,131374.3,114281231
26,20000,33,ｽｲｻﾝｺﾞｳｹｲ    ****,ｵ ｶ ﾔ ﾏ,66889.1,57220041
26,20000,34,ｽｲｻﾝｺﾞｳｹｲ    ****,ﾋ ﾛ ｼ ﾏ,89776,94010958
26,20000,35,ｽｲｻﾝｺﾞｳｹｲ    ****,ﾔ ﾏ ｸﾞ ﾁ,273383.09,231625588
26,20000,36,ｽｲｻﾝｺﾞｳｹｲ    ****,ﾄ ｸ ｼ ﾏ,56330.6,57689853
26,20000,37,ｽｲｻﾝｺﾞｳｹｲ    ****,ｶ ｶﾞ ﾜ,48651.75,59467072
26,20000,38,ｽｲｻﾝｺﾞｳｹｲ    ****,ｴ ﾋ ﾒ,249082.6,302381791
26,20000,39,ｽｲｻﾝｺﾞｳｹｲ    ****,ｺ ｳ ﾁ,133373,75826535
26,20000,40,ｽｲｻﾝｺﾞｳｹｲ    ****,ﾌ ｸ ｵ ｶ,716002.44,576997514
26,20000,41,ｽｲｻﾝｺﾞｳｹｲ    ****,ｻ ｶﾞ,34145.2,34061387
26,20000,42,ｽｲｻﾝｺﾞｳｹｲ    ****,ﾅ ｶﾞ ｻ ｷ,230450.7,106760604
26,20000,43,ｽｲｻﾝｺﾞｳｹｲ    ****,ｸ ﾏ ﾓ ﾄ,95651.67,50018029
26,20000,44,ｽｲｻﾝｺﾞｳｹｲ    ****,ｵ ｵ ｲ ﾀ,3227.1,1927669
26,20000,45,ｽｲｻﾝｺﾞｳｹｲ    ****,ﾐ ﾔ ｻﾞ ｷ,91604.96,52287043
26,20000,46,ｽｲｻﾝｺﾞｳｹｲ    ****,ｶ ｺﾞ ｼ ﾏ,387320,306167690
26,20000,47,ｽｲｻﾝｺﾞｳｹｲ    ****,ｵ ｷ ﾅ ﾜ,20338.2,35052822
26,10000,,ｾｲｾﾝｽｲｻﾝﾌﾞﾂ  ****,,9319051.37,7501761511
26,10000,1,ｾｲｾﾝｽｲｻﾝﾌﾞﾂ  ****,ﾎ ﾂ ｶ ｲ ﾄﾞ ｳ,607411.89,594705277
26,10000,2,ｾｲｾﾝｽｲｻﾝﾌﾞﾂ  ****,ｱ ｵ ﾓ ﾘ,336339.85,263715517
26,10000,3,ｾｲｾﾝｽｲｻﾝﾌﾞﾂ  ****,ｲ ﾜ ﾃ,102662.4,88335086
26,10000,4,ｾｲｾﾝｽｲｻﾝﾌﾞﾂ  ****,ﾐ ﾔ ｷﾞ,893678.5,639976691
26,10000,5,ｾｲｾﾝｽｲｻﾝﾌﾞﾂ  ****,ｱ ｷ ﾀ,10164.6,6013423
26,10000,6,ｾｲｾﾝｽｲｻﾝﾌﾞﾂ  ****,ﾔ ﾏ ｶﾞ ﾀ,2567,1763078
26,10000,7,ｾｲｾﾝｽｲｻﾝﾌﾞﾂ  ****,ﾌ ｸ ｼ ﾏ,88251.6,48988302
26,10000,8,ｾｲｾﾝｽｲｻﾝﾌﾞﾂ  ****,ｲ ﾊﾞ ﾗ ｷﾞ,76013.4,65671626
26,10000,10,ｾｲｾﾝｽｲｻﾝﾌﾞﾂ  ****,ｸﾞ ﾝ ﾏ,2245.2,4275799
26,10000,11,ｾｲｾﾝｽｲｻﾝﾌﾞﾂ  ****,ｻ ｲ ﾀ ﾏ,35876,9742060
26,10000,12,ｾｲｾﾝｽｲｻﾝﾌﾞﾂ  ****,ﾁ ﾊﾞ,835006.35,652342369
26,10000,13,ｾｲｾﾝｽｲｻﾝﾌﾞﾂ  ****,ﾄ ｳ ｷ ﾖ ｳ,279661.29,511811082
26,10000,14,ｾｲｾﾝｽｲｻﾝﾌﾞﾂ  ****,ｶ ﾅ ｶﾞ ﾜ,103865,87703190
26,10000,15,ｾｲｾﾝｽｲｻﾝﾌﾞﾂ  ****,ﾆ ｲ ｶﾞ ﾀ,25471.9,15156163
26,10000,16,ｾｲｾﾝｽｲｻﾝﾌﾞﾂ  ****,ﾄ ﾔ ﾏ,55912.84,39214351
26,10000,17,ｾｲｾﾝｽｲｻﾝﾌﾞﾂ  ****,ｲ ｼ ｶ ﾜ,52103.1,22586516
26,10000,18,ｾｲｾﾝｽｲｻﾝﾌﾞﾂ  ****,ﾌ ｸ ｲ,73729.9,39988075
26,10000,19,ｾｲｾﾝｽｲｻﾝﾌﾞﾂ  ****,ﾔ ﾏ ﾅ ｼ,2922.1,3905866
26,10000,21,ｾｲｾﾝｽｲｻﾝﾌﾞﾂ  ****,ｷﾞ ﾌ,23795,10480701
26,10000,22,ｾｲｾﾝｽｲｻﾝﾌﾞﾂ  ****,ｼ ｽﾞ ｵ ｶ,2168540.36,1747097851
26,10000,23,ｾｲｾﾝｽｲｻﾝﾌﾞﾂ  ****,ｱ ｲ ﾁ,385281.13,256174301
26,10000,24,ｾｲｾﾝｽｲｻﾝﾌﾞﾂ  ****,ﾐ ｴ,747396.34,449690675
26,10000,25,ｾｲｾﾝｽｲｻﾝﾌﾞﾂ  ****,ｼ ｶﾞ,3306.6,2913863
26,10000,26,ｾｲｾﾝｽｲｻﾝﾌﾞﾂ  ****,ｷ ﾖ ｳ ﾄ,66960.15,48230391
26,10000,27,ｾｲｾﾝｽｲｻﾝﾌﾞﾂ  ****,ｵ ｵ ｻ ｶ,49648.38,47747980
26,10000,28,ｾｲｾﾝｽｲｻﾝﾌﾞﾂ  ****,ﾋ ﾖ ｳ ｺﾞ,64746.6,68462868
26,10000,30,ｾｲｾﾝｽｲｻﾝﾌﾞﾂ  ****,ﾜ ｶ ﾔ ﾏ,225007.4,175202494
26,10000,31,ｾｲｾﾝｽｲｻﾝﾌﾞﾂ  ****,ﾄ ﾂ ﾄ ﾘ,197700.34,130219084
26,10000,32,ｾｲｾﾝｽｲｻﾝﾌﾞﾂ  ****,ｼ ﾏ ﾈ,104591.4,92896511
26,10000,33,ｾｲｾﾝｽｲｻﾝﾌﾞﾂ  ****,ｵ ｶ ﾔ ﾏ,37381.1,44216957
26,10000,34,ｾｲｾﾝｽｲｻﾝﾌﾞﾂ  ****,ﾋ ﾛ ｼ ﾏ,50807.3,52952046
26,10000,35,ｾｲｾﾝｽｲｻﾝﾌﾞﾂ  ****,ﾔ ﾏ ｸﾞ ﾁ,151538.61,142917950
26,10000,36,ｾｲｾﾝｽｲｻﾝﾌﾞﾂ  ****,ﾄ ｸ ｼ ﾏ,40397.6,27539317
26,10000,37,ｾｲｾﾝｽｲｻﾝﾌﾞﾂ  ****,ｶ ｶﾞ ﾜ,25179.75,43098740
26,10000,38,ｾｲｾﾝｽｲｻﾝﾌﾞﾂ  ****,ｴ ﾋ ﾒ,228208.98,280656208
26,10000,39,ｾｲｾﾝｽｲｻﾝﾌﾞﾂ  ****,ｺ ｳ ﾁ,131234,72623093
26,10000,40,ｾｲｾﾝｽｲｻﾝﾌﾞﾂ  ****,ﾌ ｸ ｵ ｶ,488303.64,309315286
26,10000,41,ｾｲｾﾝｽｲｻﾝﾌﾞﾂ  ****,ｻ ｶﾞ,33427.2,33523069
26,10000,42,ｾｲｾﾝｽｲｻﾝﾌﾞﾂ  ****,ﾅ ｶﾞ ｻ ｷ,74631.9,65564676
26,10000,43,ｾｲｾﾝｽｲｻﾝﾌﾞﾂ  ****,ｸ ﾏ ﾓ ﾄ,70030.87,39278602
26,10000,44,ｾｲｾﾝｽｲｻﾝﾌﾞﾂ  ****,ｵ ｵ ｲ ﾀ,3173.1,1873928
26,10000,45,ｾｲｾﾝｽｲｻﾝﾌﾞﾂ  ****,ﾐ ﾔ ｻﾞ ｷ,89130,50776562
26,10000,46,ｾｲｾﾝｽｲｻﾝﾌﾞﾂ  ****,ｶ ｺﾞ ｼ ﾏ,262469,189526308
26,10000,47,ｾｲｾﾝｽｲｻﾝﾌﾞﾂ  ****,ｵ ｷ ﾅ ﾜ,12281.7,22887579
26,10001,,ｾﾝｷﾞﾖ        ****,,6887481.86,4955997240
26,10001,1,ｾﾝｷﾞﾖ        ****,ﾎ ﾂ ｶ ｲ ﾄﾞ ｳ,459852.35,316011002
26,10001,2,ｾﾝｷﾞﾖ        ****,ｱ ｵ ﾓ ﾘ,296184.35,225452737
26,10001,3,ｾﾝｷﾞﾖ        ****,ｲ ﾜ ﾃ,34116.4,18036285
26,10001,4,ｾﾝｷﾞﾖ        ****,ﾐ ﾔ ｷﾞ,779669.2,512191586
26,10001,5,ｾﾝｷﾞﾖ        ****,ｱ ｷ ﾀ,2539,939953
26,10001,7,ｾﾝｷﾞﾖ        ****,ﾌ ｸ ｼ ﾏ,88233.6,48964542
26,10001,8,ｾﾝｷﾞﾖ        ****,ｲ ﾊﾞ ﾗ ｷﾞ,66108.8,58385291
26,10001,10,ｾﾝｷﾞﾖ        ****,ｸﾞ ﾝ ﾏ,2241.2,4268455
26,10001,11,ｾﾝｷﾞﾖ        ****,ｻ ｲ ﾀ ﾏ,626.1,940528
26,10001,12,ｾﾝｷﾞﾖ        ****,ﾁ ﾊﾞ,719627.08,478357986
26,10001,13,ｾﾝｷﾞﾖ        ****,ﾄ ｳ ｷ ﾖ ｳ,237777.73,385224174
26,10001,14,ｾﾝｷﾞﾖ        ****,ｶ ﾅ ｶﾞ ﾜ,95967.7,74121993
26,10001,15,ｾﾝｷﾞﾖ        ****,ﾆ ｲ ｶﾞ ﾀ,11792.3,4976759
26,10001,16,ｾﾝｷﾞﾖ        ****,ﾄ ﾔ ﾏ,54976.94,38469205
26,10001,17,ｾﾝｷﾞﾖ        ****,ｲ ｼ ｶ ﾜ,46646,17732583
26,10001,18,ｾﾝｷﾞﾖ        ****,ﾌ ｸ ｲ,72605.9,38495340
26,10001,19,ｾﾝｷﾞﾖ        ****,ﾔ ﾏ ﾅ ｼ,2922.1,3905866
26,10001,21,ｾﾝｷﾞﾖ        ****,ｷﾞ ﾌ,5858,8835896
26,10001,22,ｾﾝｷﾞﾖ        ****,ｼ ｽﾞ ｵ ｶ,1476314.75,1080909438
26,10001,23,ｾﾝｷﾞﾖ        ****,ｱ ｲ ﾁ,47152.2,25563783
26,10001,24,ｾﾝｷﾞﾖ        ****,ﾐ ｴ,454187.61,175626356
26,10001,25,ｾﾝｷﾞﾖ        ****,ｼ ｶﾞ,19.4,45900
26,10001,26,ｾﾝｷﾞﾖ        ****,ｷ ﾖ ｳ ﾄ,63864.55,45458488
26,10001,27,ｾﾝｷﾞﾖ        ****,ｵ ｵ ｻ ｶ,32919.2,20676927
26,10001,28,ｾﾝｷﾞﾖ        ****,ﾋ ﾖ ｳ ｺﾞ,26892.1,29220183
26,10001,30,ｾﾝｷﾞﾖ        ****,ﾜ ｶ ﾔ ﾏ,195705.5,139808047
26,10001,31,ｾﾝｷﾞﾖ        ****,ﾄ ﾂ ﾄ ﾘ,179786.64,116284268
26,10001,32,ｾﾝｷﾞﾖ        ****,ｼ ﾏ ﾈ,90850,81976087
26,10001,33,ｾﾝｷﾞﾖ        ****,ｵ ｶ ﾔ ﾏ,46.7,69401
26,10001,34,ｾﾝｷﾞﾖ        ****,ﾋ ﾛ ｼ ﾏ,8725.6,4340348
26,10001,35,ｾﾝｷﾞﾖ        ****,ﾔ ﾏ ｸﾞ ﾁ,46102.82,44447524
26,10001,36,ｾﾝｷﾞﾖ        ****,ﾄ ｸ ｼ ﾏ,6492.5,5439784
26,10001,37,ｾﾝｷﾞﾖ        ****,ｶ ｶﾞ ﾜ,24330.75,42088805
26,10001,38,ｾﾝｷﾞﾖ        ****,ｴ ﾋ ﾒ,189678.53,220274208
26,10001,39,ｾﾝｷﾞﾖ        ****,ｺ ｳ ﾁ,131176.1,72440670
26,10001,40,ｾﾝｷﾞﾖ        ****,ﾌ ｸ ｵ ｶ,478176.24,290175954
26,10001,41,ｾﾝｷﾞﾖ        ****,ｻ ｶﾞ,30830.7,32895049
26,10001,42,ｾﾝｷﾞﾖ        ****,ﾅ ｶﾞ ｻ ｷ,67663.1,54218822
26,10001,43,ｾﾝｷﾞﾖ        ****,ｸ ﾏ ﾓ ﾄ,4653.32,6357780
26,10001,44,ｾﾝｷﾞﾖ        ****,ｵ ｵ ｲ ﾀ,289.7,153424
26,10001,45,ｾﾝｷﾞﾖ        ****,ﾐ ﾔ ｻﾞ ｷ,88360.2,50117542
26,10001,46,ｾﾝｷﾞﾖ        ****,ｶ ｺﾞ ｼ ﾏ,259928,175504431
26,10001,47,ｾﾝｷﾞﾖ        ****,ｵ ｷ ﾅ ﾜ,5590.9,6593840
26,11000,,ﾏｸﾞﾛﾙｲ       ****,,1329802.27,1295289328
26,11000,1,ﾏｸﾞﾛﾙｲ       ****,ﾎ ﾂ ｶ ｲ ﾄﾞ ｳ,1438.65,4471163
26,11000,2,ﾏｸﾞﾛﾙｲ       ****,ｱ ｵ ﾓ ﾘ,11850.2,32382095
26,11000,3,ﾏｸﾞﾛﾙｲ       ****,ｲ ﾜ ﾃ,2768.1,4636625
26,11000,4,ﾏｸﾞﾛﾙｲ       ****,ﾐ ﾔ ｷﾞ,183224.1,177473871
26,11000,7,ﾏｸﾞﾛﾙｲ       ****,ﾌ ｸ ｼ ﾏ,10083.7,21123838
26,11000,8,ﾏｸﾞﾛﾙｲ       ****,ｲ ﾊﾞ ﾗ ｷﾞ,69.9,72965
26,11000,10,ﾏｸﾞﾛﾙｲ       ****,ｸﾞ ﾝ ﾏ,2241.2,4268455
26,11000,11,ﾏｸﾞﾛﾙｲ       ****,ｻ ｲ ﾀ ﾏ,125.8,134923
26,11000,12,ﾏｸﾞﾛﾙｲ       ****,ﾁ ﾊﾞ,217578.4,187206313
26,11000,13,ﾏｸﾞﾛﾙｲ       ****,ﾄ ｳ ｷ ﾖ ｳ,85838,185677781
26,11000,14,ﾏｸﾞﾛﾙｲ       ****,ｶ ﾅ ｶﾞ ﾜ,38317.7,41706700
26,11000,16,ﾏｸﾞﾛﾙｲ       ****,ﾄ ﾔ ﾏ,654.8,549693
26,11000,17,ﾏｸﾞﾛﾙｲ       ****,ｲ ｼ ｶ ﾜ,134.3,130367
26,11000,18,ﾏｸﾞﾛﾙｲ       ****,ﾌ ｸ ｲ,94.9,74509
26,11000,22,ﾏｸﾞﾛﾙｲ       ****,ｼ ｽﾞ ｵ ｶ,506276.32,412616573
26,11000,24,ﾏｸﾞﾛﾙｲ       ****,ﾐ ｴ,3331.5,9303188
26,11000,26,ﾏｸﾞﾛﾙｲ       ****,ｷ ﾖ ｳ ﾄ,1534.6,1485223
26,11000,27,ﾏｸﾞﾛﾙｲ       ****,ｵ ｵ ｻ ｶ,818.3,967827
26,11000,30,ﾏｸﾞﾛﾙｲ       ****,ﾜ ｶ ﾔ ﾏ,86564.9,69630668
26,11000,31,ﾏｸﾞﾛﾙｲ       ****,ﾄ ﾂ ﾄ ﾘ,22876,25613433
26,11000,32,ﾏｸﾞﾛﾙｲ       ****,ｼ ﾏ ﾈ,221.6,105408
26,11000,35,ﾏｸﾞﾛﾙｲ       ****,ﾔ ﾏ ｸﾞ ﾁ,2245.8,3528055
26,11000,38,ﾏｸﾞﾛﾙｲ       ****,ｴ ﾋ ﾒ,47.4,124425
26,11000,39,ﾏｸﾞﾛﾙｲ       ****,ｺ ｳ ﾁ,974.1,1062622
26,11000,40,ﾏｸﾞﾛﾙｲ       ****,ﾌ ｸ ｵ ｶ,84230.4,49332085
26,11000,41,ﾏｸﾞﾛﾙｲ       ****,ｻ ｶﾞ,6485.1,22273307
26,11000,42,ﾏｸﾞﾛﾙｲ       ****,ﾅ ｶﾞ ｻ ｷ,12785.5,12037608
26,11000,45,ﾏｸﾞﾛﾙｲ       ****,ﾐ ﾔ ｻﾞ ｷ,18173.5,10378382
26,11000,46,ﾏｸﾞﾛﾙｲ       ****,ｶ ｺﾞ ｼ ﾏ,23268.1,10375829
26,11000,47,ﾏｸﾞﾛﾙｲ       ****,ｵ ｷ ﾅ ﾜ,5549.4,6545397
26,11001,,ﾎﾝﾏｸﾞﾛ       ****,,108897.75,269056739
26,11001,1,ﾎﾝﾏｸﾞﾛ       ****,ﾎ ﾂ ｶ ｲ ﾄﾞ ｳ,526.95,2770589
26,11001,2,ﾎﾝﾏｸﾞﾛ       ****,ｱ ｵ ﾓ ﾘ,6500.1,25362710
26,11001,3,ﾎﾝﾏｸﾞﾛ       ****,ｲ ﾜ ﾃ,1680.2,3288607
26,11001,4,ﾎﾝﾏｸﾞﾛ       ****,ﾐ ﾔ ｷﾞ,9919.8,13546504
26,11001,7,ﾎﾝﾏｸﾞﾛ       ****,ﾌ ｸ ｼ ﾏ,202,348884
26,11001,12,ﾎﾝﾏｸﾞﾛ       ****,ﾁ ﾊﾞ,4127.9,10679765
26,11001,13,ﾎﾝﾏｸﾞﾛ       ****,ﾄ ｳ ｷ ﾖ ｳ,46431.2,128518196
26,11001,22,ﾎﾝﾏｸﾞﾛ       ****,ｼ ｽﾞ ｵ ｶ,7970.6,23305374
26,11001,24,ﾎﾝﾏｸﾞﾛ       ****,ﾐ ｴ,2739.8,8843724
26,11001,27,ﾎﾝﾏｸﾞﾛ       ****,ｵ ｵ ｻ ｶ,213,510405
26,11001,30,ﾎﾝﾏｸﾞﾛ       ****,ﾜ ｶ ﾔ ﾏ,72.9,157464
26,11001,31,ﾎﾝﾏｸﾞﾛ       ****,ﾄ ﾂ ﾄ ﾘ,19584.1,23071552
26,11001,35,ﾎﾝﾏｸﾞﾛ       ****,ﾔ ﾏ ｸﾞ ﾁ,199.5,537810
26,11001,38,ﾎﾝﾏｸﾞﾛ       ****,ｴ ﾋ ﾒ,47.4,124425
26,11001,40,ﾎﾝﾏｸﾞﾛ       ****,ﾌ ｸ ｵ ｶ,2178.7,5625288
26,11001,41,ﾎﾝﾏｸﾞﾛ       ****,ｻ ｶﾞ,6368.6,21913462
26,11001,47,ﾎﾝﾏｸﾞﾛ       ****,ｵ ｷ ﾅ ﾜ,135,451980
26,11002,,ｲﾝﾄﾞﾏｸﾞﾛ     ****,,32104.4,59390056
26,11002,4,ｲﾝﾄﾞﾏｸﾞﾛ     ****,ﾐ ﾔ ｷﾞ,225,579420
26,11002,7,ｲﾝﾄﾞﾏｸﾞﾛ     ****,ﾌ ｸ ｼ ﾏ,8416.9,17153761
26,11002,12,ｲﾝﾄﾞﾏｸﾞﾛ     ****,ﾁ ﾊﾞ,3370.2,5718112
26,11002,13,ｲﾝﾄﾞﾏｸﾞﾛ     ****,ﾄ ｳ ｷ ﾖ ｳ,16935.9,29868627
26,11002,22,ｲﾝﾄﾞﾏｸﾞﾛ     ****,ｼ ｽﾞ ｵ ｶ,3156.4,6070136
26,11003,,ﾊﾞﾁﾏｸﾞﾛ      ****,,69210.8,112416026
26,11003,4,ﾊﾞﾁﾏｸﾞﾛ      ****,ﾐ ﾔ ｷﾞ,30489.3,50513467
26,11003,7,ﾊﾞﾁﾏｸﾞﾛ      ****,ﾌ ｸ ｼ ﾏ,1464.8,3621193
26,11003,11,ﾊﾞﾁﾏｸﾞﾛ      ****,ｻ ｲ ﾀ ﾏ,63.8,67693
26,11003,12,ﾊﾞﾁﾏｸﾞﾛ      ****,ﾁ ﾊﾞ,27947.4,43533700
26,11003,13,ﾊﾞﾁﾏｸﾞﾛ      ****,ﾄ ｳ ｷ ﾖ ｳ,3636.6,6523826
26,11003,22,ﾊﾞﾁﾏｸﾞﾛ      ****,ｼ ｽﾞ ｵ ｶ,2983,4278023
26,11003,26,ﾊﾞﾁﾏｸﾞﾛ      ****,ｷ ﾖ ｳ ﾄ,189.2,352161
26,11003,30,ﾊﾞﾁﾏｸﾞﾛ      ****,ﾜ ｶ ﾔ ﾏ,1377.6,1933977
26,11003,45,ﾊﾞﾁﾏｸﾞﾛ      ****,ﾐ ﾔ ｻﾞ ｷ,338.7,670687
26,11003,47,ﾊﾞﾁﾏｸﾞﾛ      ****,ｵ ｷ ﾅ ﾜ,720.4,921299
26,11004,,ｷﾜﾀﾞﾏｸﾞﾛ     ****,,24928.3,21873221
26,11004,4,ｷﾜﾀﾞﾏｸﾞﾛ     ****,ﾐ ﾔ ｷﾞ,7441.8,5171116
26,11004,12,ｷﾜﾀﾞﾏｸﾞﾛ     ****,ﾁ ﾊﾞ,7272.9,5114829
26,11004,13,ｷﾜﾀﾞﾏｸﾞﾛ     ****,ﾄ ｳ ｷ ﾖ ｳ,1398.9,1893670
26,11004,14,ｷﾜﾀﾞﾏｸﾞﾛ     ****,ｶ ﾅ ｶﾞ ﾜ,1218.3,1658105
26,11004,22,ｷﾜﾀﾞﾏｸﾞﾛ     ****,ｼ ｽﾞ ｵ ｶ,2810.8,2908494
26,11004,24,ｷﾜﾀﾞﾏｸﾞﾛ     ****,ﾐ ｴ,47.9,100590
26,11004,30,ｷﾜﾀﾞﾏｸﾞﾛ     ****,ﾜ ｶ ﾔ ﾏ,1517.8,1891721
26,11004,40,ｷﾜﾀﾞﾏｸﾞﾛ     ****,ﾌ ｸ ｵ ｶ,151,208636
26,11004,45,ｷﾜﾀﾞﾏｸﾞﾛ     ****,ﾐ ﾔ ｻﾞ ｷ,2516,2567337
26,11004,47,ｷﾜﾀﾞﾏｸﾞﾛ     ****,ｵ ｷ ﾅ ﾜ,552.9,358723
26,11005,,ﾀﾞﾙﾏ         ****,,251885.1,214725442
26,11005,4,ﾀﾞﾙﾏ         ****,ﾐ ﾔ ｷﾞ,74824.7,73533530
26,11005,11,ﾀﾞﾙﾏ         ****,ｻ ｲ ﾀ ﾏ,62,67230
26,11005,12,ﾀﾞﾙﾏ         ****,ﾁ ﾊﾞ,131797.6,101529118
26,11005,13,ﾀﾞﾙﾏ         ****,ﾄ ｳ ｷ ﾖ ｳ,4356,5128951
26,11005,22,ﾀﾞﾙﾏ         ****,ｼ ｽﾞ ｵ ｶ,4919.8,3063114
26,11005,24,ﾀﾞﾙﾏ         ****,ﾐ ｴ,415.4,310969
26,11005,30,ﾀﾞﾙﾏ         ****,ﾜ ｶ ﾔ ﾏ,17667.5,19814267
26,11005,41,ﾀﾞﾙﾏ         ****,ｻ ｶﾞ,116.5,359845
26,11005,45,ﾀﾞﾙﾏ         ****,ﾐ ﾔ ｻﾞ ｷ,7288.3,3589312
26,11005,46,ﾀﾞﾙﾏ         ****,ｶ ｺﾞ ｼ ﾏ,7258.5,3649021
26,11005,47,ﾀﾞﾙﾏ         ****,ｵ ｷ ﾅ ﾜ,3178.8,3680085
26,11006,,ｷﾒｼﾞ         ****,,91739.9,47380224
26,11006,4,ｷﾒｼﾞ         ****,ﾐ ﾔ ｷﾞ,27459.3,15493791
26,11006,12,ｷﾒｼﾞ         ****,ﾁ ﾊﾞ,31949.9,15012053
26,11006,13,ｷﾒｼﾞ         ****,ﾄ ｳ ｷ ﾖ ｳ,83,53784
26,11006,14,ｷﾒｼﾞ         ****,ｶ ﾅ ｶﾞ ﾜ,349.9,220217
26,11006,22,ｷﾒｼﾞ         ****,ｼ ｽﾞ ｵ ｶ,7982.9,4511477
26,11006,30,ｷﾒｼﾞ         ****,ﾜ ｶ ﾔ ﾏ,4129.4,2799993
26,11006,39,ｷﾒｼﾞ         ****,ｺ ｳ ﾁ,974.1,1062622
26,11006,40,ｷﾒｼﾞ         ****,ﾌ ｸ ｵ ｶ,962.7,435269
26,11006,45,ｷﾒｼﾞ         ****,ﾐ ﾔ ｻﾞ ｷ,2010,1215248
26,11006,46,ｷﾒｼﾞ         ****,ｶ ｺﾞ ｼ ﾏ,15838.7,6575770
26,11007,,ﾄﾝﾎﾞ         ****,,119326.3,75343856
26,11007,4,ﾄﾝﾎﾞ         ****,ﾐ ﾔ ｷﾞ,29400.5,15109172
26,11007,12,ﾄﾝﾎﾞ         ****,ﾁ ﾊﾞ,10215.4,4525279
26,11007,22,ﾄﾝﾎﾞ         ****,ｼ ｽﾞ ｵ ｶ,10799.5,9159146
26,11007,24,ﾄﾝﾎﾞ         ****,ﾐ ｴ,128.4,47905
26,11007,30,ﾄﾝﾎﾞ         ****,ﾜ ｶ ﾔ ﾏ,61799.7,43033246
26,11007,45,ﾄﾝﾎﾞ         ****,ﾐ ﾔ ｻﾞ ｷ,6020.5,2335798
26,11007,47,ﾄﾝﾎﾞ         ****,ｵ ｷ ﾅ ﾜ,962.3,1133310
26,11008,,ﾎﾝﾒｼﾞ        ****,,113580.9,78474769
26,11008,1,ﾎﾝﾒｼﾞ        ****,ﾎ ﾂ ｶ ｲ ﾄﾞ ｳ,911.7,1700574
26,11008,2,ﾎﾝﾒｼﾞ        ****,ｱ ｵ ﾓ ﾘ,5350.1,7019385
26,11008,3,ﾎﾝﾒｼﾞ        ****,ｲ ﾜ ﾃ,1087.9,1348018
26,11008,4,ﾎﾝﾒｼﾞ        ****,ﾐ ﾔ ｷﾞ,2678.7,3365974
26,11008,8,ﾎﾝﾒｼﾞ        ****,ｲ ﾊﾞ ﾗ ｷﾞ,69.9,72965
26,11008,12,ﾎﾝﾒｼﾞ        ****,ﾁ ﾊﾞ,822.1,1013753
26,11008,16,ﾎﾝﾒｼﾞ        ****,ﾄ ﾔ ﾏ,654.8,549693
26,11008,17,ﾎﾝﾒｼﾞ        ****,ｲ ｼ ｶ ﾜ,134.3,130367
26,11008,18,ﾎﾝﾒｼﾞ        ****,ﾌ ｸ ｲ,94.9,74509
26,11008,22,ﾎﾝﾒｼﾞ        ****,ｼ ｽﾞ ｵ ｶ,2521.7,1515394
26,11008,26,ﾎﾝﾒｼﾞ        ****,ｷ ﾖ ｳ ﾄ,1345.4,1133062
26,11008,31,ﾎﾝﾒｼﾞ        ****,ﾄ ﾂ ﾄ ﾘ,3291.9,2541881
26,11008,32,ﾎﾝﾒｼﾞ        ****,ｼ ﾏ ﾈ,61.6,66528
26,11008,35,ﾎﾝﾒｼﾞ        ****,ﾔ ﾏ ｸﾞ ﾁ,2046.3,2990245
26,11008,40,ﾎﾝﾒｼﾞ        ****,ﾌ ｸ ｵ ｶ,79553.2,42763775
26,11008,42,ﾎﾝﾒｼﾞ        ****,ﾅ ｶﾞ ｻ ｷ,12785.5,12037608
26,11008,46,ﾎﾝﾒｼﾞ        ****,ｶ ｺﾞ ｼ ﾏ,170.9,151038
26,11009,,ﾖｺﾜ          ****,,1384.8,299117
