年度,品名コード,地区コード１,品名,地区名,数量(kg),金額(円)
26,11401,42,ｻﾊﾞ          ****,ﾅ ｶﾞ ｻ ｷ,6229.7,2438738
26,11401,46,ｻﾊﾞ          ****,ｶ ｺﾞ ｼ ﾏ,6045,1644678
26,11500,,ﾌﾞﾘﾙｲ        ****,,740307.47,502059216
26,11500,1,ﾌﾞﾘﾙｲ        ****,ﾎ ﾂ ｶ ｲ ﾄﾞ ｳ,11097.6,6672462
26,11500,2,ﾌﾞﾘﾙｲ        ****,ｱ ｵ ﾓ ﾘ,30580.3,12004680
26,11500,3,ﾌﾞﾘﾙｲ        ****,ｲ ﾜ ﾃ,13520.3,4395456
26,11500,4,ﾌﾞﾘﾙｲ        ****,ﾐ ﾔ ｷﾞ,16747.7,6069609
26,11500,8,ﾌﾞﾘﾙｲ        ****,ｲ ﾊﾞ ﾗ ｷﾞ,50.1,4535
26,11500,12,ﾌﾞﾘﾙｲ        ****,ﾁ ﾊﾞ,43822.8,17841555
26,11500,13,ﾌﾞﾘﾙｲ        ****,ﾄ ｳ ｷ ﾖ ｳ,65830.09,89177260
26,11500,14,ﾌﾞﾘﾙｲ        ****,ｶ ﾅ ｶﾞ ﾜ,1101.2,388767
26,11500,16,ﾌﾞﾘﾙｲ        ****,ﾄ ﾔ ﾏ,13396.3,5154166
26,11500,17,ﾌﾞﾘﾙｲ        ****,ｲ ｼ ｶ ﾜ,2982,663228
26,11500,18,ﾌﾞﾘﾙｲ        ****,ﾌ ｸ ｲ,21365.6,5455538
26,11500,19,ﾌﾞﾘﾙｲ        ****,ﾔ ﾏ ﾅ ｼ,3924.3,5100163
26,11500,22,ﾌﾞﾘﾙｲ        ****,ｼ ｽﾞ ｵ ｶ,38972,15855667
26,11500,23,ﾌﾞﾘﾙｲ        ****,ｱ ｲ ﾁ,52.1,10128
26,11500,24,ﾌﾞﾘﾙｲ        ****,ﾐ ｴ,13161.5,5980591
26,11500,26,ﾌﾞﾘﾙｲ        ****,ｷ ﾖ ｳ ﾄ,28912.4,10623516
26,11500,27,ﾌﾞﾘﾙｲ        ****,ｵ ｵ ｻ ｶ,1726.1,734905
26,11500,28,ﾌﾞﾘﾙｲ        ****,ﾋ ﾖ ｳ ｺﾞ,46,37540
26,11500,30,ﾌﾞﾘﾙｲ        ****,ﾜ ｶ ﾔ ﾏ,455.2,296341
26,11500,31,ﾌﾞﾘﾙｲ        ****,ﾄ ﾂ ﾄ ﾘ,36394.8,12414572
26,11500,32,ﾌﾞﾘﾙｲ        ****,ｼ ﾏ ﾈ,17729.5,6476346
26,11500,34,ﾌﾞﾘﾙｲ        ****,ﾋ ﾛ ｼ ﾏ,2488.2,1185547
26,11500,35,ﾌﾞﾘﾙｲ        ****,ﾔ ﾏ ｸﾞ ﾁ,4953.6,1458401
26,11500,37,ﾌﾞﾘﾙｲ        ****,ｶ ｶﾞ ﾜ,16236.58,31899057
26,11500,38,ﾌﾞﾘﾙｲ        ****,ｴ ﾋ ﾒ,137899.7,166517895
26,11500,39,ﾌﾞﾘﾙｲ        ****,ｺ ｳ ﾁ,31309.3,10496520
26,11500,40,ﾌﾞﾘﾙｲ        ****,ﾌ ｸ ｵ ｶ,119002,44988352
26,11500,41,ﾌﾞﾘﾙｲ        ****,ｻ ｶﾞ,22928.7,7295790
26,11500,42,ﾌﾞﾘﾙｲ        ****,ﾅ ｶﾞ ｻ ｷ,15511.6,6445451
26,11500,45,ﾌﾞﾘﾙｲ        ****,ﾐ ﾔ ｻﾞ ｷ,542.1,165082
26,11500,46,ﾌﾞﾘﾙｲ        ****,ｶ ｺﾞ ｼ ﾏ,27567.8,26250096
26,11501,,ﾌﾞﾘ          ****,,309006.2,218501378
26,11501,1,ﾌﾞﾘ          ****,ﾎ ﾂ ｶ ｲ ﾄﾞ ｳ,7163.6,4647241
26,11501,2,ﾌﾞﾘ          ****,ｱ ｵ ﾓ ﾘ,7096.4,3932671
26,11501,3,ﾌﾞﾘ          ****,ｲ ﾜ ﾃ,335.4,131955
26,11501,4,ﾌﾞﾘ          ****,ﾐ ﾔ ｷﾞ,2862.3,1755934
26,11501,12,ﾌﾞﾘ          ****,ﾁ ﾊﾞ,4057.1,2661075
26,11501,13,ﾌﾞﾘ          ****,ﾄ ｳ ｷ ﾖ ｳ,38680.3,44275989
26,11501,14,ﾌﾞﾘ          ****,ｶ ﾅ ｶﾞ ﾜ,601.2,295671
26,11501,16,ﾌﾞﾘ          ****,ﾄ ﾔ ﾏ,688.3,1564786
26,11501,18,ﾌﾞﾘ          ****,ﾌ ｸ ｲ,3448.9,1489778
26,11501,19,ﾌﾞﾘ          ****,ﾔ ﾏ ﾅ ｼ,54.4,53255
26,11501,22,ﾌﾞﾘ          ****,ｼ ｽﾞ ｵ ｶ,13030,5950108
26,11501,24,ﾌﾞﾘ          ****,ﾐ ｴ,4333.1,3214890
26,11501,26,ﾌﾞﾘ          ****,ｷ ﾖ ｳ ﾄ,8575.5,5431169
26,11501,27,ﾌﾞﾘ          ****,ｵ ｵ ｻ ｶ,1726.1,734905
26,11501,28,ﾌﾞﾘ          ****,ﾋ ﾖ ｳ ｺﾞ,46,37540
26,11501,30,ﾌﾞﾘ          ****,ﾜ ｶ ﾔ ﾏ,427.4,287188
26,11501,31,ﾌﾞﾘ          ****,ﾄ ﾂ ﾄ ﾘ,3368,1998915
26,11501,32,ﾌﾞﾘ          ****,ｼ ﾏ ﾈ,6283.9,3468251
26,11501,34,ﾌﾞﾘ          ****,ﾋ ﾛ ｼ ﾏ,881.8,573705
26,11501,35,ﾌﾞﾘ          ****,ﾔ ﾏ ｸﾞ ﾁ,14,6048
26,11501,37,ﾌﾞﾘ          ****,ｶ ｶﾞ ﾜ,8037.7,13841756
26,11501,38,ﾌﾞﾘ          ****,ｴ ﾋ ﾒ,73048.7,72513899
26,11501,39,ﾌﾞﾘ          ****,ｺ ｳ ﾁ,13389.4,5058609
26,11501,40,ﾌﾞﾘ          ****,ﾌ ｸ ｵ ｶ,88287.6,34818983
26,11501,41,ﾌﾞﾘ          ****,ｻ ｶﾞ,8772.9,3665229
26,11501,42,ﾌﾞﾘ          ****,ﾅ ｶﾞ ｻ ｷ,12270.9,5401448
26,11501,45,ﾌﾞﾘ          ****,ﾐ ﾔ ｻﾞ ｷ,542.1,165082
26,11501,46,ﾌﾞﾘ          ****,ｶ ｺﾞ ｼ ﾏ,983.2,525298
26,11502,,ﾊﾏﾁ          ****,,84339.59,103721575
26,11502,12,ﾊﾏﾁ          ****,ﾁ ﾊﾞ,1858.1,1345221
26,11502,13,ﾊﾏﾁ          ****,ﾄ ｳ ｷ ﾖ ｳ,23052.49,39618037
26,11502,17,ﾊﾏﾁ          ****,ｲ ｼ ｶ ﾜ,300,63720
26,11502,22,ﾊﾏﾁ          ****,ｼ ｽﾞ ｵ ｶ,1756.4,1434012
26,11502,24,ﾊﾏﾁ          ****,ﾐ ｴ,738.8,297994
26,11502,26,ﾊﾏﾁ          ****,ｷ ﾖ ｳ ﾄ,14.9,4023
26,11502,31,ﾊﾏﾁ          ****,ﾄ ﾂ ﾄ ﾘ,1598.6,643506
26,11502,32,ﾊﾏﾁ          ****,ｼ ﾏ ﾈ,1236.4,653562
26,11502,38,ﾊﾏﾁ          ****,ｴ ﾋ ﾒ,31495.2,37582424
26,11502,40,ﾊﾏﾁ          ****,ﾌ ｸ ｵ ｶ,219.1,107973
26,11502,46,ﾊﾏﾁ          ****,ｶ ｺﾞ ｼ ﾏ,22069.6,21971103
26,11503,,ｲﾅﾀﾞ         ****,,112346.5,30602641
26,11503,1,ｲﾅﾀﾞ         ****,ﾎ ﾂ ｶ ｲ ﾄﾞ ｳ,1369.5,468283
26,11503,2,ｲﾅﾀﾞ         ****,ｱ ｵ ﾓ ﾘ,2697,776347
26,11503,3,ｲﾅﾀﾞ         ****,ｲ ﾜ ﾃ,4208.9,1135453
26,11503,4,ｲﾅﾀﾞ         ****,ﾐ ﾔ ｷﾞ,6413.9,1791037
26,11503,12,ｲﾅﾀﾞ         ****,ﾁ ﾊﾞ,17393.1,4768085
26,11503,14,ｲﾅﾀﾞ         ****,ｶ ﾅ ｶﾞ ﾜ,500,93096
26,11503,16,ｲﾅﾀﾞ         ****,ﾄ ﾔ ﾏ,12708,3589380
26,11503,17,ｲﾅﾀﾞ         ****,ｲ ｼ ｶ ﾜ,550,194184
26,11503,18,ｲﾅﾀﾞ         ****,ﾌ ｸ ｲ,14525,3210516
26,11503,22,ｲﾅﾀﾞ         ****,ｼ ｽﾞ ｵ ｶ,7113.8,2341373
26,11503,23,ｲﾅﾀﾞ         ****,ｱ ｲ ﾁ,52.1,10128
26,11503,24,ｲﾅﾀﾞ         ****,ﾐ ｴ,5154.3,1197202
26,11503,26,ｲﾅﾀﾞ         ****,ｷ ﾖ ｳ ﾄ,15454.8,3775330
26,11503,30,ｲﾅﾀﾞ         ****,ﾜ ｶ ﾔ ﾏ,22.4,7258
26,11503,31,ｲﾅﾀﾞ         ****,ﾄ ﾂ ﾄ ﾘ,14100.8,4630943
26,11503,32,ｲﾅﾀﾞ         ****,ｼ ﾏ ﾈ,3655.3,870172
26,11503,34,ｲﾅﾀﾞ         ****,ﾋ ﾛ ｼ ﾏ,630,239490
26,11503,35,ｲﾅﾀﾞ         ****,ﾔ ﾏ ｸﾞ ﾁ,2678.5,672408
26,11503,40,ｲﾅﾀﾞ         ****,ﾌ ｸ ｵ ｶ,1514.7,386196
26,11503,41,ｲﾅﾀﾞ         ****,ｻ ｶﾞ,1004.4,220040
26,11503,42,ｲﾅﾀﾞ         ****,ﾅ ｶﾞ ｻ ｷ,600,225720
26,11504,,ﾋﾗﾏｻ         ****,,2282.9,1850812
26,11504,4,ﾋﾗﾏｻ         ****,ﾐ ﾔ ｷﾞ,82.2,71393
26,11504,19,ﾋﾗﾏｻ         ****,ﾔ ﾏ ﾅ ｼ,41.9,39101
26,11504,22,ﾋﾗﾏｻ         ****,ｼ ｽﾞ ｵ ｶ,1336.1,1032557
26,11504,24,ﾋﾗﾏｻ         ****,ﾐ ｴ,235.1,304689
26,11504,31,ﾋﾗﾏｻ         ****,ﾄ ﾂ ﾄ ﾘ,69.8,83678
26,11504,32,ﾋﾗﾏｻ         ****,ｼ ﾏ ﾈ,16.6,6274
26,11504,35,ﾋﾗﾏｻ         ****,ﾔ ﾏ ｸﾞ ﾁ,461.3,274996
26,11504,40,ﾋﾗﾏｻ         ****,ﾌ ｸ ｵ ｶ,39.9,38124
26,11505,,ｶﾝﾊﾟﾁ        ****,,48388.6,73490425
26,11505,13,ｶﾝﾊﾟﾁ        ****,ﾄ ｳ ｷ ﾖ ｳ,4068.7,5228208
26,11505,19,ｶﾝﾊﾟﾁ        ****,ﾔ ﾏ ﾅ ｼ,3828,5007807
26,11505,22,ｶﾝﾊﾟﾁ        ****,ｼ ｽﾞ ｵ ｶ,445.4,431738
26,11505,30,ｶﾝﾊﾟﾁ        ****,ﾜ ｶ ﾔ ﾏ,2.7,1458
26,11505,35,ｶﾝﾊﾟﾁ        ****,ﾔ ﾏ ｸﾞ ﾁ,115.6,70681
26,11505,38,ｶﾝﾊﾟﾁ        ****,ｴ ﾋ ﾒ,32123.4,55969920
26,11505,39,ｶﾝﾊﾟﾁ        ****,ｺ ｳ ﾁ,496.4,539119
26,11505,40,ｶﾝﾊﾟﾁ        ****,ﾌ ｸ ｵ ｶ,2793.4,2487799
26,11505,46,ｶﾝﾊﾟﾁ        ****,ｶ ｺﾞ ｼ ﾏ,4515,3753695
26,11506,,ﾜﾗｻ          ****,,172331.6,54950715
26,11506,1,ﾜﾗｻ          ****,ﾎ ﾂ ｶ ｲ ﾄﾞ ｳ,2564.5,1556938
26,11506,2,ﾜﾗｻ          ****,ｱ ｵ ﾓ ﾘ,20786.9,7295662
26,11506,3,ﾜﾗｻ          ****,ｲ ﾜ ﾃ,8976,3128048
26,11506,4,ﾜﾗｻ          ****,ﾐ ﾔ ｷﾞ,7389.3,2451245
26,11506,8,ﾜﾗｻ          ****,ｲ ﾊﾞ ﾗ ｷﾞ,50.1,4535
26,11506,12,ﾜﾗｻ          ****,ﾁ ﾊﾞ,20514.5,9067174
26,11506,13,ﾜﾗｻ          ****,ﾄ ｳ ｷ ﾖ ｳ,6.3,2041
26,11506,17,ﾜﾗｻ          ****,ｲ ｼ ｶ ﾜ,2132,405324
26,11506,18,ﾜﾗｻ          ****,ﾌ ｸ ｲ,1137.2,186732
26,11506,22,ﾜﾗｻ          ****,ｼ ｽﾞ ｵ ｶ,15186.6,4612154
26,11506,24,ﾜﾗｻ          ****,ﾐ ｴ,1670.2,757106
26,11506,26,ﾜﾗｻ          ****,ｷ ﾖ ｳ ﾄ,4867.2,1412994
26,11506,31,ﾜﾗｻ          ****,ﾄ ﾂ ﾄ ﾘ,17257.6,5057530
26,11506,32,ﾜﾗｻ          ****,ｼ ﾏ ﾈ,6537.3,1478087
26,11506,34,ﾜﾗｻ          ****,ﾋ ﾛ ｼ ﾏ,976.4,372352
26,11506,35,ﾜﾗｻ          ****,ﾔ ﾏ ｸﾞ ﾁ,1684.2,434268
26,11506,38,ﾜﾗｻ          ****,ｴ ﾋ ﾒ,1232.4,451652
26,11506,39,ﾜﾗｻ          ****,ｺ ｳ ﾁ,17423.5,4898792
26,11506,40,ﾜﾗｻ          ****,ﾌ ｸ ｵ ｶ,26147.3,7149277
26,11506,41,ﾜﾗｻ          ****,ｻ ｶﾞ,13151.4,3410521
26,11506,42,ﾜﾗｻ          ****,ﾅ ｶﾞ ｻ ｷ,2640.7,818283
26,11507,,ﾜｶｼ          ****,,47.5,6512
26,11507,22,ﾜｶｼ          ****,ｼ ｽﾞ ｵ ｶ,47.5,6512
26,11508,,ﾜｶﾅｺﾞ        ****,,4.2,908
26,11508,22,ﾜｶﾅｺﾞ        ****,ｼ ｽﾞ ｵ ｶ,4.2,908
26,11599,,ｿﾉﾀﾌﾞﾘ       ****,,11560.38,18934250
26,11599,13,ｿﾉﾀﾌﾞﾘ       ****,ﾄ ｳ ｷ ﾖ ｳ,22.3,52985
26,11599,18,ｿﾉﾀﾌﾞﾘ       ****,ﾌ ｸ ｲ,2254.5,568512
26,11599,22,ｿﾉﾀﾌﾞﾘ       ****,ｼ ｽﾞ ｵ ｶ,52,46305
26,11599,24,ｿﾉﾀﾌﾞﾘ       ****,ﾐ ｴ,1030,208710
26,11599,30,ｿﾉﾀﾌﾞﾘ       ****,ﾜ ｶ ﾔ ﾏ,2.7,437
26,11599,37,ｿﾉﾀﾌﾞﾘ       ****,ｶ ｶﾞ ﾜ,8198.88,18057301
26,11600,,ﾀﾗﾙｲ         ****,,61601.73,51241518
26,11600,1,ﾀﾗﾙｲ         ****,ﾎ ﾂ ｶ ｲ ﾄﾞ ｳ,40605.9,36079539
26,11600,2,ﾀﾗﾙｲ         ****,ｱ ｵ ﾓ ﾘ,4666.8,2765158
26,11600,4,ﾀﾗﾙｲ         ****,ﾐ ﾔ ｷﾞ,11792.79,10064893
26,11600,8,ﾀﾗﾙｲ         ****,ｲ ﾊﾞ ﾗ ｷﾞ,3176.3,1112912
26,11600,12,ﾀﾗﾙｲ         ****,ﾁ ﾊﾞ,55,5886
26,11600,22,ﾀﾗﾙｲ         ****,ｼ ｽﾞ ｵ ｶ,983.54,1023136
26,11600,23,ﾀﾗﾙｲ         ****,ｱ ｲ ﾁ,300,157140
26,11600,27,ﾀﾗﾙｲ         ****,ｵ ｵ ｻ ｶ,20,32400
26,11600,30,ﾀﾗﾙｲ         ****,ﾜ ｶ ﾔ ﾏ,1.4,454
26,11601,,ﾏﾀﾗ          ****,,59262.39,49977607
26,11601,1,ﾏﾀﾗ          ****,ﾎ ﾂ ｶ ｲ ﾄﾞ ｳ,40005.9,35842695
26,11601,2,ﾏﾀﾗ          ****,ｱ ｵ ﾓ ﾘ,3444,2289881
26,11601,4,ﾏﾀﾗ          ****,ﾐ ﾔ ｷﾞ,11792.79,10064893
26,11601,8,ﾏﾀﾗ          ****,ｲ ﾊﾞ ﾗ ｷﾞ,3176.3,1112912
26,11601,12,ﾏﾀﾗ          ****,ﾁ ﾊﾞ,55,5886
26,11601,22,ﾏﾀﾗ          ****,ｼ ｽﾞ ｵ ｶ,787,660886
26,11601,30,ﾏﾀﾗ          ****,ﾜ ｶ ﾔ ﾏ,1.4,454
26,11602,,ｽｹｿｳﾀﾞﾗ      ****,,2122.8,869261
26,11602,1,ｽｹｿｳﾀﾞﾗ      ****,ﾎ ﾂ ｶ ｲ ﾄﾞ ｳ,600,236844
26,11602,2,ｽｹｿｳﾀﾞﾗ      ****,ｱ ｵ ﾓ ﾘ,1222.8,475277
26,11602,23,ｽｹｿｳﾀﾞﾗ      ****,ｱ ｲ ﾁ,300,157140
26,11699,,ｿﾉﾀﾀﾗ        ****,,216.54,394650
26,11699,22,ｿﾉﾀﾀﾗ        ****,ｼ ｽﾞ ｵ ｶ,196.54,362250
26,11699,27,ｿﾉﾀﾀﾗ        ****,ｵ ｵ ｻ ｶ,20,32400
26,11700,,ﾀｲﾙｲ         ****,,230996.74,267955391
26,11700,1,ﾀｲﾙｲ         ****,ﾎ ﾂ ｶ ｲ ﾄﾞ ｳ,1465.7,6514453
26,11700,2,ﾀｲﾙｲ         ****,ｱ ｵ ﾓ ﾘ,1866.7,2983719
26,11700,3,ﾀｲﾙｲ         ****,ｲ ﾜ ﾃ,164.4,577368
26,11700,4,ﾀｲﾙｲ         ****,ﾐ ﾔ ｷﾞ,3531.5,2979644
26,11700,8,ﾀｲﾙｲ         ****,ｲ ﾊﾞ ﾗ ｷﾞ,1389.5,779543
26,11700,12,ﾀｲﾙｲ         ****,ﾁ ﾊﾞ,14360.1,21743306
26,11700,13,ﾀｲﾙｲ         ****,ﾄ ｳ ｷ ﾖ ｳ,14748.3,21493507
26,11700,14,ﾀｲﾙｲ         ****,ｶ ﾅ ｶﾞ ﾜ,492.6,859032
26,11700,15,ﾀｲﾙｲ         ****,ﾆ ｲ ｶﾞ ﾀ,1.8,13392
26,11700,16,ﾀｲﾙｲ         ****,ﾄ ﾔ ﾏ,1.9,1334
26,11700,18,ﾀｲﾙｲ         ****,ﾌ ｸ ｲ,35.6,121067
26,11700,21,ﾀｲﾙｲ         ****,ｷﾞ ﾌ,70,45360
26,11700,22,ﾀｲﾙｲ         ****,ｼ ｽﾞ ｵ ｶ,77184.09,100560912
26,11700,23,ﾀｲﾙｲ         ****,ｱ ｲ ﾁ,2860.2,2918498
26,11700,24,ﾀｲﾙｲ         ****,ﾐ ｴ,15933.7,10397606
26,11700,26,ﾀｲﾙｲ         ****,ｷ ﾖ ｳ ﾄ,806,379447
26,11700,28,ﾀｲﾙｲ         ****,ﾋ ﾖ ｳ ｺﾞ,1214.1,746075
26,11700,30,ﾀｲﾙｲ         ****,ﾜ ｶ ﾔ ﾏ,18103.1,15138345
26,11700,31,ﾀｲﾙｲ         ****,ﾄ ﾂ ﾄ ﾘ,358.7,334218
26,11700,32,ﾀｲﾙｲ         ****,ｼ ﾏ ﾈ,144.4,135324
26,11700,35,ﾀｲﾙｲ         ****,ﾔ ﾏ ｸﾞ ﾁ,7257.25,10230139
26,11700,36,ﾀｲﾙｲ         ****,ﾄ ｸ ｼ ﾏ,137.6,69596
26,11700,37,ﾀｲﾙｲ         ****,ｶ ｶﾞ ﾜ,4315.99,5844266
26,11700,38,ﾀｲﾙｲ         ****,ｴ ﾋ ﾒ,32504.25,27318389
26,11700,39,ﾀｲﾙｲ         ****,ｺ ｳ ﾁ,2819.3,3655818
26,11700,40,ﾀｲﾙｲ         ****,ﾌ ｸ ｵ ｶ,9065.7,6155982
26,11700,41,ﾀｲﾙｲ         ****,ｻ ｶﾞ,6.4,3456
26,11700,42,ﾀｲﾙｲ         ****,ﾅ ｶﾞ ｻ ｷ,15120.5,21449205
26,11700,43,ﾀｲﾙｲ         ****,ｸ ﾏ ﾓ ﾄ,3169.06,3240677
26,11700,45,ﾀｲﾙｲ         ****,ﾐ ﾔ ｻﾞ ｷ,19.4,20714
26,11700,46,ﾀｲﾙｲ         ****,ｶ ｺﾞ ｼ ﾏ,1848.9,1244999
26,11701,,ﾏﾀﾞｲ         ****,,98449.94,88143889
26,11701,2,ﾏﾀﾞｲ         ****,ｱ ｵ ﾓ ﾘ,770.9,895798
26,11701,8,ﾏﾀﾞｲ         ****,ｲ ﾊﾞ ﾗ ｷﾞ,907.7,579187
26,11701,12,ﾏﾀﾞｲ         ****,ﾁ ﾊﾞ,4018.4,3755459
26,11701,13,ﾏﾀﾞｲ         ****,ﾄ ｳ ｷ ﾖ ｳ,1273.1,1155914
26,11701,22,ﾏﾀﾞｲ         ****,ｼ ｽﾞ ｵ ｶ,16929.95,16775523
26,11701,23,ﾏﾀﾞｲ         ****,ｱ ｲ ﾁ,1670.5,1975056
26,11701,24,ﾏﾀﾞｲ         ****,ﾐ ｴ,14107.8,9554147
26,11701,26,ﾏﾀﾞｲ         ****,ｷ ﾖ ｳ ﾄ,54,22204
26,11701,28,ﾏﾀﾞｲ         ****,ﾋ ﾖ ｳ ｺﾞ,716.5,503377
26,11701,30,ﾏﾀﾞｲ         ****,ﾜ ｶ ﾔ ﾏ,11781.9,11627964
26,11701,31,ﾏﾀﾞｲ         ****,ﾄ ﾂ ﾄ ﾘ,215.7,220170
26,11701,32,ﾏﾀﾞｲ         ****,ｼ ﾏ ﾈ,54.3,64638
26,11701,35,ﾏﾀﾞｲ         ****,ﾔ ﾏ ｸﾞ ﾁ,3030.4,3309500
26,11701,37,ﾏﾀﾞｲ         ****,ｶ ｶﾞ ﾜ,4163.39,5806660
26,11701,38,ﾏﾀﾞｲ         ****,ｴ ﾋ ﾒ,32375.7,27219769
26,11701,39,ﾏﾀﾞｲ         ****,ｺ ｳ ﾁ,185.4,134335
26,11701,40,ﾏﾀﾞｲ         ****,ﾌ ｸ ｵ ｶ,3345.8,2130329
26,11701,42,ﾏﾀﾞｲ         ****,ﾅ ｶﾞ ｻ ｷ,181.8,207875
26,11701,43,ﾏﾀﾞｲ         ****,ｸ ﾏ ﾓ ﾄ,2666.7,2205984
26,11702,,ｱﾏﾀﾞｲ        ****,,21770.65,29316223
26,11702,13,ｱﾏﾀﾞｲ        ****,ﾄ ｳ ｷ ﾖ ｳ,43.8,89748
26,11702,14,ｱﾏﾀﾞｲ        ****,ｶ ﾅ ｶﾞ ﾜ,60,123660
26,11702,18,ｱﾏﾀﾞｲ        ****,ﾌ ｸ ｲ,35.6,121067
26,11702,22,ｱﾏﾀﾞｲ        ****,ｼ ｽﾞ ｵ ｶ,5984.3,7585270
26,11702,23,ｱﾏﾀﾞｲ        ****,ｱ ｲ ﾁ,4,9936
26,11702,32,ｱﾏﾀﾞｲ        ****,ｼ ﾏ ﾈ,13.8,44712
26,11702,35,ｱﾏﾀﾞｲ        ****,ﾔ ﾏ ｸﾞ ﾁ,937.75,3034126
26,11702,39,ｱﾏﾀﾞｲ        ****,ｺ ｳ ﾁ,15.1,47650
26,11702,40,ｱﾏﾀﾞｲ        ****,ﾌ ｸ ｵ ｶ,4196,2659554
26,11702,42,ｱﾏﾀﾞｲ        ****,ﾅ ｶﾞ ｻ ｷ,10480.3,15600500
26,11703,,ﾚﾝｺﾀﾞｲ       ****,,8968.8,5758420
26,11703,13,ﾚﾝｺﾀﾞｲ       ****,ﾄ ｳ ｷ ﾖ ｳ,80,92880
26,11703,22,ﾚﾝｺﾀﾞｲ       ****,ｼ ｽﾞ ｵ ｶ,4198.7,2911567
26,11703,24,ﾚﾝｺﾀﾞｲ       ****,ﾐ ｴ,50,36990
26,11703,26,ﾚﾝｺﾀﾞｲ       ****,ｷ ﾖ ｳ ﾄ,752,357243
26,11703,30,ﾚﾝｺﾀﾞｲ       ****,ﾜ ｶ ﾔ ﾏ,2470.9,1525624
26,11703,31,ﾚﾝｺﾀﾞｲ       ****,ﾄ ﾂ ﾄ ﾘ,63,58320
26,11703,32,ﾚﾝｺﾀﾞｲ       ****,ｼ ﾏ ﾈ,76.3,25974
26,11703,35,ﾚﾝｺﾀﾞｲ       ****,ﾔ ﾏ ｸﾞ ﾁ,641.8,348572
26,11703,38,ﾚﾝｺﾀﾞｲ       ****,ｴ ﾋ ﾒ,115.5,62073
26,11703,40,ﾚﾝｺﾀﾞｲ       ****,ﾌ ｸ ｵ ｶ,213.6,88077
26,11703,42,ﾚﾝｺﾀﾞｲ       ****,ﾅ ｶﾞ ｻ ｷ,298,247212
26,11703,45,ﾚﾝｺﾀﾞｲ       ****,ﾐ ﾔ ｻﾞ ｷ,9,3888
26,11704,,ｸﾛﾀﾞｲ        ****,,4910.7,2518086
26,11704,12,ｸﾛﾀﾞｲ        ****,ﾁ ﾊﾞ,29.6,28188
26,11704,22,ｸﾛﾀﾞｲ        ****,ｼ ｽﾞ ｵ ｶ,1503.4,828583
26,11704,23,ｸﾛﾀﾞｲ        ****,ｱ ｲ ﾁ,944.4,593728
26,11704,24,ｸﾛﾀﾞｲ        ****,ﾐ ｴ,60.2,31752
26,11704,28,ｸﾛﾀﾞｲ        ****,ﾋ ﾖ ｳ ｺﾞ,427.6,202198
26,11704,30,ｸﾛﾀﾞｲ        ****,ﾜ ｶ ﾔ ﾏ,1797.1,796938
26,11704,37,ｸﾛﾀﾞｲ        ****,ｶ ｶﾞ ﾜ,148.4,36699
26,11705,,ｷﾝﾒﾀﾞｲ       ****,,51913.54,98589413
26,11705,2,ｷﾝﾒﾀﾞｲ       ****,ｱ ｵ ﾓ ﾘ,859.7,1147522
26,11705,4,ｷﾝﾒﾀﾞｲ       ****,ﾐ ﾔ ｷﾞ,1879,2224043
26,11705,12,ｷﾝﾒﾀﾞｲ       ****,ﾁ ﾊﾞ,7767.8,16840499
26,11705,13,ｷﾝﾒﾀﾞｲ       ****,ﾄ ｳ ｷ ﾖ ｳ,5604,10046994
26,11705,14,ｷﾝﾒﾀﾞｲ       ****,ｶ ﾅ ｶﾞ ﾜ,347.6,648432
26,11705,22,ｷﾝﾒﾀﾞｲ       ****,ｼ ｽﾞ ｵ ｶ,30866.54,61790696
26,11705,24,ｷﾝﾒﾀﾞｲ       ****,ﾐ ｴ,36.3,66053
26,11705,28,ｷﾝﾒﾀﾞｲ       ****,ﾋ ﾖ ｳ ｺﾞ,30,25920
26,11705,30,ｷﾝﾒﾀﾞｲ       ****,ﾜ ｶ ﾔ ﾏ,1408,810054
26,11705,39,ｷﾝﾒﾀﾞｲ       ****,ｺ ｳ ﾁ,2056.3,3197278
26,11705,42,ｷﾝﾒﾀﾞｲ       ****,ﾅ ｶﾞ ｻ ｷ,1058.3,1791922
26,11706,,ｲｼﾀﾞｲ        ****,,385.3,419519
26,11706,22,ｲｼﾀﾞｲ        ****,ｼ ｽﾞ ｵ ｶ,367.9,411225
26,11706,23,ｲｼﾀﾞｲ        ****,ｱ ｲ ﾁ,10,4298
26,11706,46,ｲｼﾀﾞｲ        ****,ｶ ｺﾞ ｼ ﾏ,7.4,3996
26,11707,,ﾀｶﾍﾞ         ****,,10.9,7646
26,11707,22,ﾀｶﾍﾞ         ****,ｼ ｽﾞ ｵ ｶ,2.2,3888
26,11707,24,ﾀｶﾍﾞ         ****,ﾐ ｴ,8.7,3758
26,11708,,ｼｽﾞ          ****,,184,127048
26,11708,12,ｼｽﾞ          ****,ﾁ ﾊﾞ,7,3240
26,11708,22,ｼｽﾞ          ****,ｼ ｽﾞ ｵ ｶ,62,82141
26,11708,40,ｼｽﾞ          ****,ﾌ ｸ ｵ ｶ,61,24786
26,11708,46,ｼｽﾞ          ****,ｶ ｺﾞ ｼ ﾏ,54,16881
26,11709,,ﾀｶｻｺﾞ        ****,,51.1,19365
26,11709,22,ﾀｶｻｺﾞ        ****,ｼ ｽﾞ ｵ ｶ,1.3,1123
